A,B,D,synteny,Expressed
TraesCS5A01G049100,TraesCS5B01G054200,TraesCS5D01G059700,syntenic,TRUE
TraesCS2A01G201800,TraesCS2B01G228900,TraesCS2D01G214100,syntenic,TRUE
TraesCS3A01G438900,TraesCS3B01G472800,TraesCS3D01G431700,syntenic,TRUE
TraesCS5A01G143200,TraesCS5B01G142100,TraesCS5D01G148800,syntenic,TRUE
TraesCS3A01G162900,TraesCS3B01G194000,TraesCS3D01G170000,syntenic,FALSE
TraesCS5A01G291200,TraesCS5B01G290200,TraesCS5D01G298600,syntenic,TRUE
TraesCS6A01G057400,TraesCS6B01G075200,TraesCS6D01G059300,syntenic,TRUE
TraesCS5A01G468300,TraesCS5B01G480900,TraesCS5D01G481200,syntenic,TRUE
TraesCS4A01G219700,TraesCS4B01G098200,TraesCS4D01G094400,syntenic,TRUE
TraesCS4A01G131000,TraesCS4B01G173600,TraesCS4D01G175700,syntenic,TRUE
TraesCS3A01G077900,TraesCS3B01G092800,TraesCS3D01G078500,syntenic,TRUE
TraesCS2A01G462500,TraesCS2B01G484100,TraesCS2D01G462900,syntenic,TRUE
TraesCS2A01G338300,TraesCS2B01G343600,TraesCS2D01G324700,syntenic,TRUE
TraesCS4A01G130600,TraesCS4B01G174000,TraesCS4D01G176000,syntenic,TRUE
TraesCS5A01G143100,TraesCS5B01G141900,TraesCS5D01G148900,syntenic,TRUE
TraesCS3A01G078400,TraesCS3B01G093300,TraesCS3D01G078900,syntenic,TRUE
TraesCS2A01G459700,TraesCS2B01G481400,TraesCS2D01G460000,syntenic,TRUE
TraesCS2A01G101400,TraesCS2B01G118500,TraesCS2D01G100900,syntenic,TRUE
TraesCS7A01G569100,TraesCS7B01G489500,TraesCS7D01G543500,syntenic,TRUE
TraesCS5A01G275900,TraesCS5B01G275200,TraesCS5D01G283200,syntenic,TRUE
TraesCS7A01G247600,TraesCS7B01G143900,TraesCS7D01G246100,syntenic,TRUE
TraesCS1A01G263700,TraesCS1B01G274300,TraesCS1D01G263800,syntenic,TRUE
TraesCS3A01G406000,TraesCS3B01G439600,TraesCS3D01G401200,syntenic,TRUE
TraesCS2A01G382400,TraesCS2B01G399700,TraesCS2D01G378800,syntenic,TRUE
TraesCS7A01G305200,TraesCS7B01G205600,TraesCS7D01G302000,syntenic,TRUE
TraesCS7A01G106300,TraesCS7B01G004900,TraesCS7D01G100400,syntenic,FALSE
TraesCS5A01G353500,TraesCS5B01G356100,TraesCS5D01G360800,syntenic,TRUE
TraesCS7A01G334800,TraesCS7B01G246300,TraesCS7D01G342300,syntenic,TRUE
TraesCS7A01G152500,TraesCS7B01G056300,TraesCS7D01G154200,syntenic,TRUE
TraesCS1A01G261800,TraesCS1B01G272600,TraesCS1D01G261800,syntenic,TRUE
TraesCS2A01G102000,TraesCS2B01G119100,TraesCS2D01G101400,non-syntenic,TRUE
TraesCS2A01G311500,TraesCS2B01G328300,TraesCS2D01G309800,syntenic,TRUE
TraesCS4A01G242700,TraesCS4B01G072400,TraesCS4D01G071200,syntenic,TRUE
TraesCS2A01G101900,TraesCS2B01G119000,TraesCS2D01G101300,syntenic,TRUE
TraesCS1A01G190100,TraesCS1B01G192200,TraesCS1D01G194200,syntenic,TRUE
TraesCS5A01G228000,TraesCS5B01G226800,TraesCS5D01G239600,syntenic,TRUE
TraesCS6A01G307200,TraesCS6B01G335700,TraesCS6D01G286300,syntenic,TRUE
TraesCS7A01G464800,TraesCS7B01G365300,TraesCS7D01G452500,syntenic,TRUE
TraesCS7A01G464100,TraesCS7B01G364600,TraesCS7D01G451700,syntenic,TRUE
TraesCS2A01G063200,TraesCS2B01G075900,TraesCS2D01G061500,syntenic,TRUE
TraesCS7A01G326000,TraesCS7B01G226600,TraesCS7D01G322700,syntenic,TRUE
TraesCS2A01G566000,TraesCS2B01G627100,TraesCS2D01G576200,syntenic,TRUE
TraesCS7A01G349500,TraesCS7B01G233300,TraesCS7D01G329200,syntenic,TRUE
TraesCS5A01G491700,TraesCS4B01G320300,TraesCS4D01G316800,syntenic,TRUE
TraesCS2A01G566200,TraesCS2B01G627000,TraesCS2D01G576400,syntenic,TRUE
TraesCS2A01G386300,TraesCS2B01G403300,TraesCS2D01G382800,syntenic,TRUE
TraesCS6A01G237900,TraesCS6B01G286200,TraesCS6D01G220600,syntenic,TRUE
TraesCS3A01G375800,TraesCS3B01G408100,TraesCS3D01G368300,syntenic,TRUE
TraesCS4A01G268200,TraesCS4B01G046100,TraesCS4D01G045900,syntenic,TRUE
TraesCS5A01G225300,TraesCS5B01G223900,TraesCS5D01G232600,syntenic,TRUE
TraesCS5A01G225200,TraesCS5B01G223800,TraesCS5D01G232500,syntenic,TRUE
TraesCS4A01G200000,TraesCS4B01G115400,TraesCS4D01G113100,syntenic,TRUE
TraesCS3A01G135500,TraesCS3B01G169300,TraesCS3D01G151500,syntenic,TRUE
TraesCS3A01G306000,TraesCS3B01G330500,TraesCS3D01G295900,syntenic,TRUE
TraesCS1A01G299600,TraesCS1B01G309400,TraesCS1D01G298500,syntenic,TRUE
TraesCS4A01G194800,TraesCS4B01G120400,TraesCS4D01G118500,syntenic,TRUE
TraesCS3A01G346100,TraesCS3B01G377800,TraesCS3D01G339800,syntenic,TRUE
TraesCS5A01G148000,TraesCS5B01G146500,TraesCS5D01G144800,syntenic,TRUE
TraesCS6A01G151000,TraesCS6B01G179100,TraesCS6D01G141000,syntenic,TRUE
TraesCS6A01G135100,TraesCS6B01G163100,TraesCS6D01G124200,syntenic,TRUE
TraesCS7A01G377600,TraesCS7B01G279300,TraesCS7D01G374400,syntenic,TRUE
TraesCS1A01G080500,TraesCS1B01G098600,TraesCS1D01G082200,syntenic,TRUE
TraesCS3A01G200900,TraesCS3B01G225800,TraesCS3D01G203000,non-syntenic,TRUE
TraesCS4A01G187300,TraesCS4B01G131000,TraesCS4D01G126200,syntenic,TRUE
TraesCS4A01G126800,TraesCS4B01G178100,TraesCS4D01G179700,syntenic,TRUE
TraesCS2A01G251800,TraesCS2B01G271700,TraesCS2D01G252600,syntenic,TRUE
TraesCS5A01G492000,TraesCS4B01G319900,TraesCS4D01G316500,syntenic,TRUE
TraesCS2A01G098300,TraesCS2B01G114000,TraesCS2D01G097700,syntenic,TRUE
TraesCS5A01G172300,TraesCS5B01G169700,TraesCS5D01G176900,syntenic,TRUE
TraesCS5A01G168900,TraesCS5B01G165700,TraesCS5D01G173200,syntenic,TRUE
TraesCS5A01G331300,TraesCS5B01G331700,TraesCS5D01G337200,syntenic,TRUE
TraesCS6A01G000300,TraesCS6B01G004300,TraesCS6D01G001600,syntenic,TRUE
TraesCS6A01G016900,TraesCS6B01G024700,TraesCS6D01G002600,syntenic,TRUE
TraesCS1A01G129800,TraesCS1B01G156000,TraesCS1D01G138400,non-syntenic,TRUE
TraesCS3A01G242000,TraesCS3B01G270100,TraesCS3D01G242100,syntenic,FALSE
TraesCS2A01G363600,TraesCS2B01G381600,TraesCS2D01G361400,syntenic,TRUE
TraesCS5A01G094800,TraesCS5B01G101000,TraesCS5D01G107300,syntenic,TRUE
TraesCS5A01G094500,TraesCS5B01G100600,TraesCS5D01G106800,syntenic,TRUE
TraesCS3A01G463000,TraesCS3B01G506200,TraesCS3D01G456900,syntenic,TRUE
TraesCS3A01G462200,TraesCS3B01G505300,TraesCS3D01G456000,syntenic,FALSE
TraesCS3A01G461900,TraesCS3B01G504700,TraesCS3D01G455600,syntenic,FALSE
TraesCS5A01G094600,TraesCS5B01G100700,TraesCS5D01G106900,syntenic,TRUE
TraesCS5A01G094700,TraesCS5B01G100900,TraesCS5D01G107200,syntenic,TRUE
TraesCS2A01G285600,TraesCS2B01G302700,TraesCS2D01G284300,syntenic,TRUE
TraesCS2A01G251700,TraesCS2B01G271600,TraesCS2D01G252500,syntenic,TRUE
TraesCS3A01G463200,TraesCS3B01G506500,TraesCS3D01G457200,syntenic,TRUE
TraesCS5A01G044700,TraesCS5B01G048900,TraesCS5D01G054800,syntenic,TRUE
TraesCS5A01G044100,TraesCS5B01G048300,TraesCS5D01G054000,syntenic,TRUE
TraesCS5A01G515500,TraesCS4B01G346700,TraesCS4D01G341700,syntenic,TRUE
TraesCS2A01G422400,TraesCS2B01G440900,TraesCS2D01G418800,syntenic,TRUE
TraesCS7A01G260900,TraesCS7B01G158900,TraesCS7D01G261900,syntenic,TRUE
TraesCS1A01G045000,TraesCS1B01G058300,TraesCS1D01G045700,syntenic,TRUE
TraesCS3A01G406500,TraesCS3B01G440200,TraesCS3D01G401700,syntenic,TRUE
TraesCS6A01G158100,TraesCS6B01G186700,TraesCS6D01G147400,syntenic,TRUE
TraesCS1A01G262700,TraesCS1B01G273300,TraesCS1D01G262700,syntenic,TRUE
TraesCS6A01G338400,TraesCS6B01G369100,TraesCS6D01G319100,syntenic,FALSE
TraesCS3A01G535200,TraesCS3B01G608600,TraesCS3D01G540700,syntenic,FALSE
TraesCS1A01G044900,TraesCS1B01G058100,TraesCS1D01G045500,syntenic,TRUE
TraesCS7A01G122000,TraesCS7B01G020800,TraesCS7D01G120500,syntenic,TRUE
TraesCS1A01G264300,TraesCS1B01G275000,TraesCS1D01G264500,syntenic,TRUE
TraesCS5A01G391800,TraesCS5B01G396700,TraesCS5D01G401700,syntenic,TRUE
TraesCS2A01G337900,TraesCS2B01G344000,TraesCS2D01G325000,syntenic,TRUE
TraesCS1A01G199600,TraesCS1B01G214500,TraesCS1D01G203300,syntenic,TRUE
TraesCS6A01G259000,TraesCS6B01G286400,TraesCS6D01G240200,syntenic,TRUE
TraesCS6A01G292300,TraesCS6B01G322700,TraesCS6D01G273500,syntenic,TRUE
TraesCS4A01G028100,TraesCS4B01G277800,TraesCS4D01G276100,syntenic,TRUE
TraesCS3A01G434400,TraesCS3B01G469700,TraesCS3D01G427700,syntenic,TRUE
TraesCS3A01G435000,TraesCS3B01G470000,TraesCS3D01G428000,syntenic,TRUE
TraesCS5A01G520200,TraesCS4B01G351500,TraesCS4D01G346300,syntenic,TRUE
TraesCS3A01G454500,TraesCS3B01G493100,TraesCS3D01G446900,syntenic,FALSE
TraesCS2A01G502300,TraesCS2B01G530400,TraesCS2D01G502900,syntenic,TRUE
TraesCS6A01G155300,TraesCS6B01G183400,TraesCS6D01G145200,syntenic,TRUE
TraesCS2A01G413900,TraesCS2B01G432700,TraesCS2D01G410700,syntenic,TRUE
TraesCS2A01G232400,TraesCS2B01G250900,TraesCS2D01G232800,syntenic,TRUE
TraesCS5A01G265900,TraesCS5B01G265600,TraesCS5D01G273900,syntenic,TRUE
TraesCS7A01G495100,TraesCS7B01G402200,TraesCS7D01G482500,non-syntenic,TRUE
TraesCS6A01G152000,TraesCS6B01G180300,TraesCS6D01G142100,syntenic,TRUE
TraesCS7A01G246500,TraesCS7B01G144900,TraesCS7D01G245200,syntenic,TRUE
TraesCS7A01G260500,TraesCS7B01G158500,TraesCS7D01G261500,syntenic,TRUE
TraesCS5A01G286700,TraesCS5B01G286000,TraesCS5D01G294400,syntenic,TRUE
TraesCS6A01G110100,TraesCS6B01G138400,TraesCS6D01G098500,syntenic,TRUE
TraesCS5A01G390200,TraesCS5B01G395100,TraesCS5D01G400000,syntenic,TRUE
TraesCS5A01G188200,TraesCS5B01G195400,TraesCS5D01G202800,syntenic,TRUE
TraesCS5A01G188300,TraesCS5B01G195300,TraesCS5D01G202700,syntenic,TRUE
TraesCS3A01G256600,TraesCS3B01G289800,TraesCS3D01G256900,syntenic,TRUE
TraesCS4A01G041400,TraesCS4B01G262400,TraesCS4D01G262500,syntenic,TRUE
TraesCS3A01G205800,TraesCS3B01G237700,TraesCS3D01G209800,syntenic,TRUE
TraesCS3A01G105100,TraesCS3B01G123600,TraesCS3D01G107300,syntenic,TRUE
TraesCS2A01G188400,TraesCS2B01G218900,TraesCS2D01G199300,syntenic,TRUE
TraesCS6A01G126000,TraesCS6B01G154000,TraesCS6D01G116300,syntenic,TRUE
TraesCS4A01G074700,TraesCS4B01G230800,TraesCS4D01G232000,syntenic,TRUE
TraesCS4A01G008900,TraesCS4B01G296200,TraesCS4D01G294900,syntenic,FALSE
TraesCS3A01G170700,TraesCS3B01G195900,TraesCS3D01G171300,syntenic,TRUE
TraesCS5A01G233700,TraesCS5B01G232200,TraesCS5D01G240600,syntenic,TRUE
TraesCS5A01G356100,TraesCS5B01G358600,TraesCS5D01G364900,syntenic,TRUE
TraesCS6A01G254500,TraesCS6B01G271000,TraesCS6D01G235800,syntenic,TRUE
TraesCS2A01G403200,TraesCS2B01G421100,TraesCS2D01G400300,syntenic,TRUE
TraesCS3A01G329200,TraesCS3B01G359400,TraesCS3D01G322700,syntenic,TRUE
TraesCS4A01G226100,TraesCS4B01G088600,TraesCS4D01G087400,syntenic,TRUE
TraesCS3A01G099800,TraesCS3B01G116400,TraesCS3D01G100100,syntenic,TRUE
TraesCS5A01G307200,TraesCS5B01G307600,TraesCS5D01G314100,syntenic,TRUE
TraesCS5A01G307400,TraesCS5B01G307800,TraesCS5D01G314300,syntenic,TRUE
TraesCS2A01G198000,TraesCS2B01G225400,TraesCS2D01G206000,syntenic,TRUE
TraesCS5A01G457700,TraesCS5B01G466800,TraesCS5D01G468600,syntenic,TRUE
TraesCS3A01G324700,TraesCS3B01G353700,TraesCS3D01G318000,syntenic,TRUE
TraesCS7A01G542600,TraesCS7B01G464600,TraesCS7D01G527600,syntenic,TRUE
TraesCS2A01G258600,TraesCS2B01G284700,TraesCS2D01G264900,syntenic,TRUE
TraesCS6A01G315800,TraesCS6B01G346200,TraesCS6D01G295000,syntenic,TRUE
TraesCS3A01G301900,TraesCS3B01G334700,TraesCS3D01G300100,syntenic,TRUE
TraesCS6A01G297500,TraesCS6B01G327200,TraesCS6D01G277500,syntenic,TRUE
TraesCS7A01G176800,TraesCS7B01G081800,TraesCS7D01G178100,syntenic,TRUE
TraesCS6A01G242500,TraesCS6B01G282000,TraesCS6D01G224500,syntenic,TRUE
TraesCS7A01G308100,TraesCS7B01G208300,TraesCS7D01G304900,syntenic,TRUE
TraesCS1A01G290400,TraesCS1B01G299700,TraesCS1D01G289100,syntenic,TRUE
TraesCS4A01G199100,TraesCS4B01G116300,TraesCS4D01G113900,syntenic,TRUE
TraesCS5A01G430600,TraesCS5B01G432500,TraesCS5D01G438200,syntenic,TRUE
TraesCS5A01G415300,TraesCS5B01G417800,TraesCS5D01G423200,non-syntenic,FALSE
TraesCS4A01G028800,TraesCS4B01G277000,TraesCS4D01G275600,syntenic,TRUE
TraesCS7A01G207800,TraesCS7B01G114700,TraesCS7D01G210300,syntenic,TRUE
TraesCS6A01G292500,TraesCS6B01G322900,TraesCS6D01G273600,syntenic,TRUE
TraesCS2A01G039900,TraesCS2B01G052800,TraesCS2D01G038500,syntenic,TRUE
TraesCS4A01G085600,TraesCS4B01G218700,TraesCS4D01G218900,syntenic,TRUE
TraesCS4A01G269500,TraesCS4B01G044600,TraesCS4D01G042100,syntenic,TRUE
TraesCS4A01G333300,TraesCS5B01G552800,TraesCS5D01G538900,syntenic,TRUE
TraesCS4A01G269400,TraesCS4B01G044700,TraesCS4D01G042200,syntenic,TRUE
TraesCS2A01G290600,TraesCS2B01G307100,TraesCS2D01G288600,syntenic,TRUE
TraesCS4A01G005600,TraesCS4B01G299400,TraesCS4D01G298400,syntenic,TRUE
TraesCS5A01G112600,TraesCS5B01G118200,TraesCS5D01G129400,syntenic,TRUE
TraesCS7A01G377400,TraesCS7B01G278700,TraesCS7D01G373700,syntenic,TRUE
TraesCS5A01G215900,TraesCS5B01G214400,TraesCS5D01G223700,syntenic,TRUE
TraesCS6A01G097700,TraesCS6B01G125900,TraesCS6D01G084900,syntenic,TRUE
TraesCS7A01G158000,TraesCS7B01G062200,TraesCS7D01G158500,syntenic,TRUE
TraesCS1A01G141800,TraesCS1B01G158400,TraesCS1D01G140900,syntenic,FALSE
TraesCS2A01G109800,TraesCS2B01G127800,TraesCS2D01G110000,syntenic,TRUE
TraesCS2A01G503100,TraesCS2B01G531100,TraesCS2D01G503900,syntenic,TRUE
TraesCS5A01G314600,TraesCS5B01G315500,TraesCS5D01G320800,syntenic,TRUE
TraesCS2A01G542700,TraesCS2B01G572500,TraesCS2D01G543900,syntenic,TRUE
TraesCS6A01G360300,TraesCS6B01G393200,TraesCS6D01G343800,syntenic,TRUE
TraesCS5A01G523700,TraesCS4B01G354400,TraesCS4D01G348100,syntenic,TRUE
TraesCS6A01G171900,TraesCS6B01G199800,TraesCS6D01G161300,syntenic,TRUE
TraesCS1A01G187900,TraesCS1B01G195700,TraesCS1D01G188700,syntenic,TRUE
TraesCS6A01G390700,TraesCS6B01G431100,TraesCS6D01G377000,syntenic,TRUE
TraesCS2A01G185600,TraesCS2B01G221700,TraesCS2D01G202100,syntenic,TRUE
TraesCS6A01G343300,TraesCS6B01G375400,TraesCS6D01G324200,syntenic,TRUE
TraesCS6A01G340100,TraesCS6B01G371300,TraesCS6D01G320700,syntenic,TRUE
TraesCS6A01G251000,TraesCS6B01G274300,TraesCS6D01G232800,syntenic,TRUE
TraesCS7A01G180900,TraesCS7B01G085900,TraesCS7D01G182700,syntenic,TRUE
TraesCS5A01G065400,TraesCS5B01G072200,TraesCS5D01G076200,syntenic,FALSE
TraesCS4A01G001400,TraesCS4B01G001900,TraesCS4D01G001200,syntenic,TRUE
TraesCS7A01G120100,TraesCS7B01G018400,TraesCS7D01G118000,syntenic,FALSE
TraesCS5A01G238400,TraesCS5B01G236900,TraesCS5D01G245300,syntenic,TRUE
TraesCS2A01G415200,TraesCS2B01G434200,TraesCS2D01G412300,syntenic,TRUE
TraesCS6A01G301900,TraesCS6B01G331000,TraesCS6D01G281200,syntenic,TRUE
TraesCS1A01G221900,TraesCS1B01G235100,TraesCS1D01G223600,syntenic,TRUE
TraesCS4A01G416000,TraesCS4B01G316800,TraesCS4D01G313400,syntenic,FALSE
TraesCS6A01G243300,TraesCS6B01G281000,TraesCS6D01G225500,syntenic,TRUE
TraesCS4A01G236300,TraesCS4B01G078700,TraesCS4D01G077500,syntenic,FALSE
TraesCS2A01G415100,TraesCS2B01G434100,TraesCS2D01G412200,syntenic,TRUE
TraesCS2A01G399500,TraesCS2B01G417500,TraesCS2D01G397000,syntenic,TRUE
TraesCS7A01G355500,TraesCS7B01G272300,TraesCS7D01G367500,syntenic,TRUE
TraesCS1A01G231200,TraesCS1B01G243200,TraesCS1D01G230900,syntenic,TRUE
TraesCS3A01G238300,TraesCS3B01G266800,TraesCS3D01G238600,syntenic,TRUE
TraesCS2A01G417300,TraesCS2B01G436300,TraesCS2D01G414600,syntenic,TRUE
TraesCS1A01G244800,TraesCS1B01G256000,TraesCS1D01G244500,syntenic,TRUE
TraesCS6A01G319600,TraesCS6B01G350400,TraesCS6D01G299100,syntenic,TRUE
TraesCS7A01G264100,TraesCS7B01G162100,TraesCS7D01G265000,syntenic,TRUE
TraesCS2A01G116900,TraesCS2B01G136100,TraesCS2D01G118200,syntenic,TRUE
TraesCS3A01G149000,TraesCS3B01G176200,TraesCS3D01G157100,non-syntenic,TRUE
TraesCS1A01G314300,TraesCS1B01G326600,TraesCS1D01G314800,syntenic,TRUE
TraesCS5A01G071300,TraesCS5B01G077300,TraesCS5D01G083500,syntenic,TRUE
TraesCS1A01G370700,TraesCS1B01G389900,TraesCS1D01G376800,syntenic,TRUE
TraesCS6A01G250900,TraesCS6B01G274500,TraesCS6D01G232700,syntenic,TRUE
TraesCS7A01G376300,TraesCS7B01G277800,TraesCS7D01G372700,syntenic,TRUE
TraesCS1A01G223400,TraesCS1B01G236700,TraesCS1D01G225000,syntenic,TRUE
TraesCS3A01G328000,TraesCS3B01G357500,TraesCS3D01G321500,syntenic,TRUE
TraesCS3A01G291400,TraesCS3B01G326000,TraesCS3D01G291100,syntenic,TRUE
TraesCS7A01G436400,TraesCS7B01G335700,TraesCS7D01G426700,syntenic,TRUE
TraesCS6A01G131200,TraesCS6B01G159600,TraesCS6D01G121100,syntenic,TRUE
TraesCS6A01G256900,TraesCS6B01G268100,TraesCS6D01G238200,syntenic,TRUE
TraesCS7A01G128800,TraesCS7B01G028700,TraesCS7D01G127600,syntenic,TRUE
TraesCS2A01G514300,TraesCS2B01G542300,TraesCS2D01G515900,syntenic,TRUE
TraesCS4A01G035400,TraesCS4B01G268100,TraesCS4D01G267500,syntenic,TRUE
TraesCS6A01G208700,TraesCS6B01G237700,TraesCS6D01G192200,syntenic,FALSE
TraesCS6A01G330500,TraesCS6B01G361400,TraesCS6D01G309600,syntenic,TRUE
TraesCS1A01G399500,TraesCS1B01G427600,TraesCS1D01G407100,syntenic,FALSE
TraesCS6A01G256600,TraesCS6B01G268700,TraesCS6D01G237800,syntenic,TRUE
TraesCS5A01G312400,TraesCS5B01G313300,TraesCS5D01G319200,syntenic,FALSE
TraesCS5A01G386100,TraesCS5B01G391100,TraesCS5D01G396000,syntenic,FALSE
TraesCS2A01G399600,TraesCS2B01G417600,TraesCS2D01G397100,syntenic,TRUE
TraesCS1A01G314200,TraesCS1B01G326500,TraesCS1D01G314700,syntenic,TRUE
TraesCS7A01G169300,TraesCS7B01G074500,TraesCS7D01G170600,syntenic,TRUE
TraesCS2A01G288000,TraesCS2B01G304800,TraesCS2D01G286300,syntenic,TRUE
TraesCS2A01G288700,TraesCS2B01G305500,TraesCS2D01G286900,syntenic,TRUE
TraesCS4A01G013600,TraesCS4B01G290100,TraesCS4D01G289200,syntenic,TRUE
TraesCS1A01G263100,TraesCS1B01G273700,TraesCS1D01G263200,syntenic,TRUE
TraesCS3A01G404400,TraesCS3B01G437900,TraesCS3D01G399600,syntenic,TRUE
TraesCS2A01G393500,TraesCS2B01G411500,TraesCS2D01G391400,syntenic,TRUE
TraesCS2A01G041500,TraesCS2B01G053900,TraesCS2D01G040100,syntenic,FALSE
TraesCS2A01G041600,TraesCS2B01G054000,TraesCS2D01G040200,syntenic,FALSE
TraesCS4A01G412200,TraesCS4B01G312400,TraesCS4D01G310000,syntenic,FALSE
TraesCS2A01G310700,TraesCS2B01G327700,TraesCS2D01G308900,syntenic,TRUE
TraesCS7A01G250800,TraesCS7B01G140300,TraesCS7D01G250700,syntenic,TRUE
TraesCS7A01G250900,TraesCS7B01G140200,TraesCS7D01G250800,syntenic,TRUE
TraesCS4A01G227400,TraesCS4B01G088900,TraesCS4D01G087000,syntenic,TRUE
TraesCS2A01G417100,TraesCS2B01G436100,TraesCS2D01G414300,syntenic,TRUE
TraesCS6A01G243500,TraesCS6B01G280800,TraesCS6D01G225700,syntenic,TRUE
TraesCS2A01G417200,TraesCS2B01G436200,TraesCS2D01G414500,syntenic,TRUE
TraesCS2A01G427700,TraesCS2B01G448100,TraesCS2D01G425700,syntenic,TRUE
TraesCS4A01G193100,TraesCS4B01G122100,TraesCS4D01G120200,non-syntenic,TRUE
TraesCS2A01G415300,TraesCS2B01G434300,TraesCS2D01G412400,syntenic,TRUE
TraesCS3A01G313900,TraesCS3B01G158000,TraesCS3D01G140500,syntenic,FALSE
TraesCS4A01G005500,TraesCS4B01G299600,TraesCS4D01G298500,syntenic,TRUE
TraesCS4A01G005400,TraesCS4B01G299700,TraesCS4D01G298600,syntenic,TRUE
TraesCS4A01G088400,TraesCS4B01G215800,TraesCS4D01G216300,syntenic,TRUE
TraesCS3A01G379900,TraesCS3B01G412500,TraesCS3D01G372900,syntenic,TRUE
TraesCS1A01G272300,TraesCS1B01G282300,TraesCS1D01G272600,syntenic,TRUE
TraesCS5A01G378300,TraesCS5B01G381900,TraesCS5D01G388300,syntenic,TRUE
TraesCS7A01G331100,TraesCS7B01G242800,TraesCS7D01G339300,syntenic,TRUE
TraesCS5A01G058600,TraesCS5B01G058500,TraesCS5D01G069300,syntenic,TRUE
TraesCS7A01G371500,TraesCS7B01G256100,TraesCS7D01G351400,syntenic,TRUE
TraesCS3A01G155200,TraesCS3B01G181500,TraesCS3D01G162700,syntenic,TRUE
TraesCS3A01G270000,TraesCS3B01G303900,TraesCS3D01G269700,syntenic,TRUE
TraesCS1A01G390200,TraesCS1B01G418400,TraesCS1D01G398400,syntenic,TRUE
TraesCS3A01G121300,TraesCS3B01G140700,TraesCS3D01G123400,syntenic,TRUE
TraesCS3A01G108400,TraesCS3B01G127400,TraesCS3D01G110200,syntenic,TRUE
TraesCS1A01G118400,TraesCS1B01G138100,TraesCS1D01G119500,syntenic,TRUE
TraesCS6A01G373300,TraesCS6B01G411000,TraesCS6D01G357500,syntenic,TRUE
TraesCS5A01G058700,TraesCS5B01G058800,TraesCS5D01G069200,syntenic,TRUE
TraesCS5A01G378200,TraesCS5B01G381800,TraesCS5D01G388200,syntenic,TRUE
TraesCS4A01G384500,TraesCS2B01G158700,TraesCS7D01G080600,non-syntenic,TRUE
TraesCS2A01G371600,TraesCS2B01G388800,TraesCS2D01G367900,syntenic,TRUE
TraesCS5A01G406100,TraesCS5B01G410900,TraesCS5D01G489500,non-syntenic,TRUE
TraesCS2A01G186200,TraesCS2B01G220900,TraesCS2D01G201700,syntenic,TRUE
TraesCS5A01G081600,TraesCS5B01G084800,TraesCS5D01G091000,syntenic,TRUE
TraesCS5A01G484300,TraesCS5B01G497800,TraesCS5D01G497900,syntenic,TRUE
TraesCS3A01G297800,TraesCS3B01G338900,TraesCS3D01G304500,syntenic,TRUE
TraesCS2A01G128000,TraesCS2B01G150100,TraesCS2D01G130500,syntenic,FALSE
TraesCS3A01G101800,TraesCS3B01G119500,TraesCS3D01G104000,syntenic,TRUE
TraesCS1A01G048100,TraesCS1B01G062300,TraesCS1D01G049000,syntenic,TRUE
TraesCS1A01G048000,TraesCS1B01G062200,TraesCS1D01G048900,syntenic,TRUE
TraesCS6A01G132400,TraesCS6B01G160500,TraesCS6D01G122100,syntenic,TRUE
TraesCS6A01G352900,TraesCS6B01G385600,TraesCS6D01G335400,syntenic,FALSE
TraesCS6A01G132300,TraesCS6B01G160600,TraesCS6D01G122200,syntenic,TRUE
TraesCS1A01G140800,TraesCS6B01G236500,TraesCS5D01G416100,non-syntenic,FALSE
TraesCS5A01G176000,TraesCS5B01G171900,TraesCS5D01G179100,syntenic,TRUE
TraesCS5A01G315700,TraesCS5B01G316300,TraesCS5D01G321800,syntenic,TRUE
TraesCS1A01G131500,TraesCS1B01G152100,TraesCS1D01G136900,non-syntenic,TRUE
TraesCS2A01G153500,TraesCS2B01G178600,TraesCS2D01G158800,syntenic,TRUE
TraesCS1A01G015400,TraesCS1B01G018900,TraesCS1D01G013300,syntenic,TRUE
TraesCS7A01G256000,TraesCS7B01G152600,TraesCS7D01G254400,syntenic,TRUE
TraesCS4A01G343500,TraesCS5B01G530800,TraesCS5D01G529500,syntenic,TRUE
TraesCS7A01G354400,TraesCS7B01G273300,TraesCS7D01G368300,syntenic,TRUE
TraesCS3A01G364100,TraesCS3B01G396200,TraesCS3D01G357500,syntenic,TRUE
TraesCS5A01G184100,TraesCS5B01G182200,TraesCS5D01G188900,syntenic,TRUE
TraesCS7A01G285200,TraesCS7B01G200600,TraesCS7D01G289000,non-syntenic,TRUE
TraesCS1A01G398400,TraesCS1B01G426300,TraesCS1D01G405900,syntenic,TRUE
TraesCS3A01G247000,TraesCS3B01G272300,TraesCS3D01G244500,syntenic,TRUE
TraesCS3A01G289600,TraesCS3B01G324300,TraesCS3D01G289400,syntenic,TRUE
TraesCS5A01G485100,TraesCS5B01G498600,TraesCS5D01G498600,syntenic,TRUE
TraesCS5A01G483600,TraesCS5B01G496900,TraesCS5D01G497200,syntenic,TRUE
TraesCS3A01G083700,TraesCS3B01G098700,TraesCS3D01G083700,syntenic,TRUE
TraesCS6A01G314500,TraesCS6B01G344500,TraesCS6D01G293800,syntenic,TRUE
TraesCS5A01G061200,TraesCS5B01G070900,TraesCS5D01G072700,syntenic,TRUE
